AREA	PERIMETER	COUNTY	STATE	ID	CNTY_AREA	xaxis	yaxis
4772.634	338.438	PISCATAQUIS	Maine	23021	4308.4	2933.05226052000	1806.99158392000
1513.351	167.716	CLARKE	Washington	53011	1366.1	261.63923715100	1828.46236859000
2285.150	201.056	SKAMANIA	Washington	53059	2062.9	293.10414951300	1825.24439809000
3947.462	391.430	PENOBSCOT	Maine	23019	3563.5	2972.83325780000	1785.51902560000
3006.467	403.945	LEWIS AND CLARKE	Montana	30049	2714.0	780.19080920600	1795.49401382000
10538.789	533.053	PEMBINA	North Dakota	57021	9513.6	1511.50722925000	1766.38629899000
4486.390	433.480	SOMERSET	Maine	23025	4050.0	2906.30500919000	1775.58952129000
756.518	114.099	COLUMBIA	Oregon	41009	682.9	233.55497152000	1833.26308095000
6926.054	516.453	ITASCA	Minnesota	27061	6252.3	1704.70692740000	1774.34927767000
1427.210	223.737	TILLAMOOK	Oregon	41057	1288.4	188.20090907000	1795.67546427000
7436.140	409.692	ST LOUIS	Minnesota	27137	6712.8	1766.51502890000	1755.61373523000
780.556	148.838	WASHINGTON	Oregon	41067	704.6	225.96603087500	1806.42989805000
3947.414	330.695	KLIKITAT	Washington	53039	3563.4	365.62584252500	1799.43145874000
3067.214	316.169	WASHINGTON	Maine	23029	2768.8	3029.86630310000	1775.77459334000
3879.848	287.986	WALLA WALLA	Washington	53071	3502.4	493.24260005400	1790.18631785000
487.557	137.701	MULTNOMAH	Oregon	41051	440.1	258.57435916200	1795.87187846000
11390.034	465.334	MEAGHER	Montana	30059	10282.0	870.39834821300	1756.42299881000
4501.451	366.996	LAKE	Minnesota	27075	4063.6	1836.00137104000	1768.70058572000
757.874	142.843	YAMHILL	Oregon	41071	684.1	209.30819803600	1786.88963783000
22467.291	798.876	WASCO	Oregon	41065	20281.7	303.85893817600	1677.52110689000
4977.805	292.149	POLK	Minnesota	27119	4493.6	1579.10094097000	1758.89030324000
3275.441	268.973	BELTRAMI	Minnesota	27007	2956.8	1638.80588394000	1764.32641410000
2012.157	206.550	CLACKAMAS	Oregon	41005	1816.4	260.30394068800	1767.75902248000
1268.825	233.123	MARION	Oregon	41047	1145.4	237.06754106200	1753.91905346000
5631.589	361.109	UMATILLA	Oregon	41059	5083.8	419.69446669100	1751.27519635000
1640.999	285.683	HANCOCK	Maine	23009	1481.4	3001.52100365000	1741.95962865000
741.307	125.480	POLK	Oregon	41053	669.2	197.61678433200	1765.42697905000
1958.517	259.480	FRANKLIN	Maine	23007	1768.0	2892.71830106000	1731.54733269000
7290.618	378.376	UNION	Oregon	41061	6581.4	497.61207793100	1722.78034202000
1298.076	159.452	BENTON	Oregon	41003	1171.8	177.82997761000	1742.66536496000
370.475	97.626	KEWEENAW	Michigan	26083	334.4	1982.66059760000	1749.54084885000
2800.304	247.883	LINN	Oregon	41043	2527.9	231.30168242600	1722.73828385000
2362.306	311.030	OXFORD	Maine	23017	2132.5	2885.52520402000	1694.77118687000
5614.156	379.112	CASS	Minnesota	27021	5068.0	1677.10446299000	1708.32901300000
2651.217	213.684	JEFFERSON	Montana	30043	2393.3	788.36290259600	1721.56687376000
2020.725	226.733	COOS	New Hampshire	33007	1824.2	2854.69888724000	1700.95938447000
2137.995	279.759	HOUGHTON	Michigan	26061	1930.0	1964.86571119000	1706.88198982000
9543.126	424.239	IDAHO	Idaho	16049	8614.8	585.93211757600	1677.84834331000
5101.607	408.462	LANE	Oregon	41039	4605.3	202.87966814000	1689.12204814000
801.187	147.256	WALDO	Maine	23027	723.2	2965.55362577000	1716.88896803000
1017.157	169.815	KENNEBEC	Maine	23011	918.2	2937.29334932000	1701.57059186000
19334.684	610.263	GRANT	Oregon	41023	17453.9	388.69265700900	1607.98603457000
5540.552	362.030	BEAVER HEAD	Montana	30001	5001.6	718.30297999400	1668.08658526000
2501.757	307.565	CHIPPEWA	Michigan	26033	2258.4	2141.57740672000	1694.10321589000
2742.730	244.267	ONTONAGON	Michigan	26131	2475.9	1918.34094840000	1686.13763654000
1184.780	140.855	CLAY	Minnesota	27027	1069.5	1567.16589786000	1702.20249510000
1585.686	165.850	BECKER	Minnesota	27005	1431.4	1608.01121832000	1704.90647882000
751.419	137.642	ESSEX	Vermont	50009	678.3	2832.71234311000	1696.70858812000
6241.875	522.883	MARQUETTE	Michigan	26103	5634.7	2026.18321411000	1677.06492773000
10814.184	494.542	GALLATIN	Montana	30031	9762.2	861.41397703200	1664.68247049000
833.709	133.687	ORLEANS	Vermont	50019	752.6	2805.57692493000	1698.42787675000
1677.044	179.899	BAYFIELD/LA POIN	Wisconsin	55007	1513.9	1832.86427699000	1679.14977572000
5449.210	392.074	DOUGLAS	Oregon	41019	4919.1	172.44918141500	1649.28396993000
4747.000	328.588	LEMHI	Idaho	16059	4285.2	670.62238747100	1651.09133668000
769.484	117.126	FRANKLIN	Vermont	50011	694.6	2771.27568869000	1691.51688403000
335.033	98.140	KNOX	Maine	23013	302.4	2968.37538940000	1692.34538885000
560.027	117.029	ANDROSCOGGIN	Maine	23001	505.5	2920.17919267000	1678.14374537000
550.410	138.277	LINCOLN	Maine	23015	496.9	2954.96039686000	1681.47872863000
12465.818	553.000	BAKER	Oregon	41001	11253.2	459.15135262200	1582.49502546000
218.885	79.492	GRAND ISLE	Vermont	50013	197.6	2752.80854951000	1683.19788913000
5016.861	321.138	MADISON	Montana	30057	4528.8	774.09941537800	1650.13657454000
713.950	150.517	CALEDONIA	Vermont	50005	644.5	2819.55313568000	1673.82951051000
1222.854	143.046	CLINTON	New York	36019	1103.9	2734.42822769000	1674.60920088000
578.737	99.651	WADENA	Minnesota	27159	522.4	1643.17127877000	1680.04123224000
929.906	125.220	CARLTON	Minnesota	27017	839.4	1758.23081554000	1682.45131264000
1457.865	166.093	DOUGLAS	Wisconsin	55031	1316.0	1796.47591138000	1671.63967031000
1759.308	219.120	ASHLAND	Wisconsin	55003	1588.2	1856.18311585000	1660.88442108000
531.930	100.606	LAMOILLE	Vermont	50015	480.2	2789.42272524000	1677.10021280000
2205.380	189.021	OTTER TAIL	Minnesota	27111	1990.8	1608.65336699000	1667.42042016000
1874.777	204.174	FRANKLIN	New York	36033	1692.4	2705.74875522000	1656.41211775000
1626.898	189.735	COOS	Oregon	41011	1468.6	126.29992330900	1654.86008338000
707.023	117.384	CROW WING	Minnesota	27035	638.2	1689.87602373000	1663.65791355000
1135.673	141.325	AITKIN	Minnesota	27001	1025.2	1721.85064585000	1668.38399025000
289.347	101.632	SAGADAHOC	Maine	23023	261.2	2940.56368457000	1670.00092639000
1042.065	142.052	WILKIN/TOOMBS	Minnesota	27167	940.7	1570.34026210000	1664.05004810000
1111.962	252.201	MACKINAC/MICHILI	Michigan	26097	1003.8	2140.85024828000	1672.81993453000
6464.376	361.203	MARATHON	Wisconsin	55073	5835.5	1908.56074273000	1608.39571444000
3135.607	222.256	ST LAWRENCE	New York	36089	2830.6	2668.50229991000	1641.25902089000
685.054	120.752	CHITTENDEN	Vermont	50007	618.4	2769.02201441000	1661.52177741000
1115.487	183.824	CARROLL	New Hampshire	33003	1007.0	2875.21326151000	1644.41908082000
1922.698	210.581	GRAFTON	New Hampshire	33009	1735.7	2842.98153727000	1640.23680579000
787.305	134.883	WASHINGTON	Vermont	50023	710.7	2796.65763746000	1654.40964026000
1032.619	191.336	CUMBERLAND	Maine	23005	932.2	2914.54410180000	1654.09867450000
1552.362	171.821	PINE	Minnesota	27115	1401.4	1755.88440489000	1648.64699564000
1299.639	247.091	DELTA	Michigan	26041	1173.2	2050.61856637000	1651.49687105000
3936.678	345.760	ADA	Idaho	16001	3553.7	520.38020821900	1604.84107621000
1077.382	142.173	TODD	Minnesota	27153	972.6	1646.66180891000	1643.09645178000
2112.751	201.006	ESSEX	New York	36031	1907.2	2740.07169456000	1628.45381426000
1242.795	176.878	MORRISON	Minnesota	27097	1121.9	1678.43379418000	1639.45567800000
5506.215	373.917	OCONTO	Wisconsin	55083	4970.6	1974.56587756000	1610.00973872000
755.411	137.161	MILLE LACS	Minnesota	27095	681.9	1710.76388804000	1634.47279457000
769.681	121.317	ORANGE	Vermont	50017	694.8	2813.13660231000	1638.30343965000
1579.006	210.283	MENOMINEE	Michigan	26109	1425.4	2016.53379256000	1628.17369157000
512.753	118.119	EMMET	Michigan	26047	462.9	2157.46073507000	1632.27041320000
909.426	128.735	CHEBOYGAN	Michigan	26031	821.0	2177.53706112000	1629.94397811000
2038.634	199.185	BURNETT	Wisconsin	55013	1840.3	1788.49362101000	1631.19933593000
914.085	141.860	ADDISON	Vermont	50001	825.2	2773.85865485000	1630.52724364000
595.342	109.043	KANABEC	Minnesota	27065	537.4	1728.07908087000	1635.53301344000
1468.120	213.509	CURRY	Oregon	41015	1325.3	106.24386996600	1610.24757085000
611.416	100.123	GRANT	Minnesota	27051	551.9	1590.24898954000	1633.27696856000
787.938	135.242	PRESQUE ISLE	Michigan	26141	711.3	2208.46480489000	1625.92589331000
789.111	114.157	DOUGLAS	Minnesota	27041	712.3	1618.31650928000	1633.08697655000
3272.857	227.216	BOISE	Idaho	16015	2954.5	559.24709776500	1612.52885515000
1112.637	150.493	YORK	Maine	23031	1004.4	2907.39980720000	1623.17889724000
4513.566	300.694	CHIPPEWA	Wisconsin	55017	4074.5	1846.16493264000	1604.84364267000
995.052	135.213	TRAVERSE	Minnesota	27155	898.3	1566.46916516000	1615.25188884000
22575.754	664.161	ALTURAS	Idaho	16089	20379.6	652.41519328800	1554.30933093000
513.585	101.471	BELKNAP	New Hampshire	33001	463.6	2870.66791984000	1615.95591085000
15542.023	690.501	UINTAH	Wyoming	56041	14030.1	820.07341017400	1480.50079494000
1845.963	199.923	JOSEPHINE	Oregon	41033	1666.4	131.83378657100	1591.22653410000
1078.194	181.471	WINDSOR	Vermont	50027	973.3	2810.14213534000	1605.65021448000
453.204	92.820	BENTON	Minnesota	27009	409.1	1692.13757313000	1617.17436354000
1450.650	205.701	JEFFERSON	New York	36045	1309.5	2632.50338963000	1598.93804485000
443.503	107.751	STRAFFORD	New Hampshire	33017	400.4	2894.63953098000	1605.94122316000
1986.363	191.914	HAMILTON	New York	36041	1793.1	2710.40120613000	1588.08968923000
1543.532	174.784	STEARNS	Minnesota	27145	1393.4	1661.23355866000	1605.79872204000
404.792	96.439	CHARLEVOIX	Michigan	26029	423.0	2152.35391666000	1610.77570991000
38541.273	844.738	SWEETWATER	Wyoming	56037	34792.1	911.87085812400	1466.36056556000
1061.890	158.646	RUTLAND	Vermont	50021	958.6	2786.85773323000	1599.80951318000
628.994	100.916	STEVENS	Minnesota	27149	567.8	1590.66325794000	1607.99592699000
800.098	114.995	POPE	Minnesota	27121	722.3	1618.82531697000	1607.99657762000
510.303	97.047	ISANTI	Minnesota	27059	460.7	1728.54708972000	1607.84518191000
443.436	107.444	CHISAGO	Minnesota	27025	400.3	1747.92379440000	1603.85249900000
1250.941	164.818	ALPENA	Michigan	26007	1129.3	2213.49132399000	1603.85333925000
1400.279	165.406	LEWIS	New York	36049	1264.1	2660.08601212000	1586.27038348000
1023.739	147.463	MERRIMACK	New Hampshire	33013	924.2	2861.53937845000	1597.10439100000
1002.684	126.896	BARRON/DALLAS	Wisconsin	55005	905.1	1802.59588174000	1599.92755769000
14131.450	576.260	ONEIDA	Idaho	16071	12756.8	754.98438576300	1499.66746431000
950.295	140.143	POLK	Wisconsin	55095	857.9	1771.07473010000	1599.17025404000
10135.927	486.060	JACKSON	Oregon	41029	9149.9	237.84183244200	1564.47119457000
1628.339	241.134	HERKIMER	New York	36043	1469.9	2690.53763855000	1565.33265008000
1789.341	229.593	ANTRIM	Michigan	26009	1615.3	2168.52453837000	1588.45525992000
938.203	165.779	WASHINGTON	New York	36115	846.9	2770.75290049000	1576.68866305000
997.858	151.519	WARREN	New York	36113	900.8	2745.36331244000	1588.74734231000
628.975	124.717	SULLIVAN	New Hampshire	33019	567.8	2832.63811112000	1594.55235093000
2139.024	197.463	DEUEL	North Dakota	57011	1930.9	1551.14049188000	1564.69069575000
491.373	102.335	SHERBURNE	Minnesota	27141	443.6	1703.97235248000	1598.90930718000
389.058	105.454	LEELANAU	Michigan	26089	351.2	2117.02481878000	1584.72361918000
519.161	150.926	DOOR	Wisconsin	55029	468.7	2036.18605291000	1576.32238333000
23030.621	738.418	CARBON	Wyoming	56007	20790.3	1017.21276174000	1455.09885738000
799.258	141.854	ROCKINGHAM	New Hampshire	33015	721.5	2895.77834819000	1582.71038956000
505.990	100.178	ANOKA	Minnesota	27003	456.8	1731.50804629000	1587.01649548000
800.331	127.108	WRIGHT	Minnesota	27171	722.5	1694.87869633000	1578.91580934000
13548.244	667.660	OWYHEE	Idaho	16073	12230.3	560.76172367700	1493.18328495000
1466.278	167.144	CHIPPEWA	Minnesota	27023	1323.6	1609.48185548000	1577.62775711000
493.068	90.596	MONONGALIA	Minnesota	27096	445.1	1641.29093689000	1585.60362825000
243.947	77.637	BIG STONE	Minnesota	27011	220.2	1576.32061338000	1588.74712653000
764.260	108.569	ALCONA	Michigan	26001	689.9	2230.72087872000	1580.60630772000
12063.583	663.822	ALBANY	Wyoming	56001	10890.1	1077.03703197000	1447.14423320000
563.261	134.910	GRAND TRAVERSE	Michigan	26055	508.5	2129.97816852000	1568.08394961000
18865.184	713.115	LARAMIE	Wyoming	56021	17030.0	1129.91896668000	1441.91241146000
620.305	99.635	OSCODA	Michigan	26135	560.0	2203.58357502000	1577.02006622000
703.466	114.550	MEEKER	Minnesota	27093	635.0	1666.12354082000	1574.55759669000
426.991	107.808	WASHINGTON	Minnesota	27163	385.5	1750.38879526000	1569.76945118000
1017.668	154.458	HILLSBOROUGH	New Hampshire	33011	918.7	2866.72701876000	1569.85784179000
1454.144	178.450	SHAWANO	Wisconsin	55115	1312.7	1966.43132918000	1566.35036223000
1718.158	174.093	CLARK	Wisconsin	55019	1551.0	1868.49680660000	1558.26628895000
627.813	100.704	KALKASKA	Michigan	26079	566.7	2154.24356115000	1571.68092753000
996.387	130.783	DUNN	Wisconsin	55033	899.5	1801.55176975000	1565.12360631000
664.030	110.789	HENNEPIN	Minnesota	27053	599.4	1720.13600598000	1567.26220995000
818.994	115.386	ST CROIX	Wisconsin	55109	739.3	1772.18749916000	1570.51734608000
798.604	122.398	CHESHIRE	New Hampshire	33005	720.9	2838.87360978000	1562.89334794000
769.352	140.698	BENNINGTON	Vermont	50003	694.5	2793.28132106000	1560.57372347000
882.178	133.528	WINDHAM	Vermont	50025	796.4	2813.70905812000	1562.12223938000
520.918	112.021	ESSEX	Massachusetts	25009	470.2	2909.26438884000	1562.11492595000
1363.770	179.240	ONEIDA	New York	36065	1231.1	2668.68554063000	1547.86018836000
939.124	144.988	SARATOGA	New York	36091	847.8	2752.40356567000	1556.51218329000
1280.464	179.610	DEL NORTE	California	6015	1155.9	108.94038944100	1555.97887998000
188.675	61.875	RAMSEY	Minnesota	27123	170.3	1739.75939381000	1568.81331125000
1137.838	166.158	OSWEGO	New York	36075	1027.2	2629.69777539000	1553.63131944000
464.428	87.379	KANDIYOHI	Minnesota	27067	419.2	1641.87173960000	1566.71989138000
369.199	76.593	BENZIE	Michigan	26019	333.3	2106.91845063000	1563.36450753000
624.357	103.473	IOSCO	Michigan	26069	563.6	2231.55667684000	1556.60704364000
610.569	98.880	OGEMAW	Michigan	26129	551.2	2206.69670760000	1552.15625193000
411.664	92.872	CARVER	Minnesota	27019	371.6	1703.54215121000	1553.62243478000
9925.491	492.808	SISKIYOU	California	6093	8960.0	222.66795082700	1510.28940458000
546.653	99.769	MCLEOD	Minnesota	27085	493.5	1679.36439429000	1553.10404255000
593.970	109.465	FULTON	New York	36035	536.2	2723.42702446000	1550.12611253000
1804.865	223.030	MIDLAND	Michigan	26111	1629.3	2192.09834021000	1525.79214666000
959.445	198.500	MIDDLESEX	Massachusetts	25017	866.1	2891.21253670000	1543.61201820000
648.124	118.138	DAKOTA	Minnesota	27037	585.1	1741.77097585000	1543.72405968000
625.042	99.819	MISSAUKEE	Michigan	26113	564.2	2156.95186250000	1546.59879780000
714.062	113.062	EAU CLAIRE	Wisconsin	55035	644.6	1833.92154188000	1550.09198026000
375.398	84.164	KEWAUNEE	Wisconsin	55061	338.9	2024.78383724000	1546.17642739000
646.589	103.667	PIERCE	Wisconsin	55093	583.7	1774.77643371000	1547.67550144000
646.737	101.564	WEXFORD	Michigan	26165	583.8	2131.72277971000	1544.07216257000
1075.464	160.096	RENVILLE	Minnesota	27129	970.8	1645.10611916000	1545.55219923000
599.905	132.176	BROWN	Wisconsin	55009	541.5	2005.03573988000	1540.49964682000
609.971	101.401	MANISTEE	Michigan	26101	550.6	2106.75323055000	1541.01337078000
2798.745	289.471	KLAMATH	California	6119	2526.5	112.92381785300	1517.78396428000
844.574	126.837	WAUPACA	Wisconsin	55135	762.4	1955.32844395000	1537.96986736000
406.374	95.088	SCOTT	Minnesota	27139	366.8	1717.80418493000	1541.45616898000
1717.466	212.439	WORCESTER	Massachusetts	25027	1550.4	2867.00000517000	1527.27027091000
894.401	126.786	PORTAGE	Wisconsin	55097	807.4	1927.73498980000	1536.55378285000
743.318	111.560	RENSSELAER	New York	36083	671.0	2777.48503160000	1532.46303897000
908.808	124.626	WOOD	Wisconsin	55141	820.4	1899.72922158000	1533.54606941000
691.327	104.827	OUTAGAMIE	Wisconsin	55087	624.1	1981.38666233000	1535.99129318000
814.535	138.573	FRANKLIN	Massachusetts	25011	735.3	2827.38321535000	1534.82109747000
815.057	156.949	CAYUGA	New York	36011	735.8	2616.01102125000	1512.98736538000
862.822	147.014	GOODHUE	Minnesota	27049	778.9	1759.99871569000	1524.87192055000
271.325	101.215	PEPIN	Wisconsin	55091	244.9	1797.23530489000	1538.64304408000
830.657	145.600	SIBLEY	Minnesota	27143	749.9	1681.47841472000	1533.35700740000
440.122	95.611	MONTGOMERY	New York	36057	397.3	2725.35323978000	1534.76392772000
241.092	71.086	SCHENECTADY	New York	36093	217.6	2746.87393273000	1533.95023640000
885.766	176.219	BAY	Michigan	26017	799.6	2219.97441195000	1519.38600375000
893.714	129.807	ONONDAGA	New York	36067	806.8	2633.49703026000	1522.92219657000
1129.106	165.107	JACKSON	Wisconsin	55053	1019.3	1860.28025215000	1521.63365367000
803.283	128.426	TREMPEALEAU	Wisconsin	55121	725.1	1831.38627281000	1519.42063991000
685.018	114.962	WAYNE	New York	36117	618.4	2587.47744137000	1525.20513050000
1047.503	153.477	BERKSHIRE	Massachusetts	25003	945.6	2799.19989267000	1511.85188460000
937.880	124.888	HURON	Michigan	26063	846.6	2268.61599392000	1523.29381738000
755.829	125.242	BUFFALO	Wisconsin	55011	682.3	1810.64415901000	1524.50256791000
44.833	30.262	SUFFOLK	Massachusetts	25025	40.5	2909.37179724000	1535.00493498000
707.666	135.591	MADISON	New York	36053	638.8	2661.88767039000	1522.08815925000
585.290	104.007	ALBANY	New York	36001	528.4	2755.22112760000	1519.28810402000
646.848	101.599	CLARE	Michigan	26035	583.9	2172.17165574000	1522.78169252000
736.441	141.292	PLYMOUTH	Massachusetts	25023	664.8	2931.09539034000	1514.04305794000
422.907	97.981	NORFOLK	Massachusetts	25021	381.8	2906.00587088000	1522.58821273000
570.133	99.799	RICE	Minnesota	27131	514.7	1730.43692890000	1520.23090911000
640.862	101.141	OSCEOLA	Michigan	26133	578.5	2147.20890793000	1520.07188591000
516.146	96.534	LE SUEUR	Minnesota	27079	465.9	1708.04888562000	1521.24347571000
677.739	112.649	MANITOWOC	Wisconsin	55071	611.8	2017.01996754000	1516.86625598000
1289.763	143.716	BROOKINGS	North Dakota	57005	1164.3	1550.42989321000	1513.45550845000
498.196	177.975	BARNSTABLE	Massachusetts	25001	449.7	2962.95892554000	1505.94917781000
658.548	102.402	LAKE	Michigan	26085	594.5	2122.17284952000	1517.55096277000
761.972	131.259	MONROE	New York	36055	687.8	2553.11418675000	1517.42683608000
697.392	120.946	SCHOHARIE	New York	36095	629.6	2731.07619238000	1512.62307098000
406.148	82.122	ORLEANS	New York	36073	366.6	2524.00441419000	1519.67165444000
1123.511	152.753	OTSEGO	New York	36077	1014.2	2699.41054243000	1509.14971240000
539.002	99.327	BROWN	Minnesota	27015	486.6	1660.33241551000	1512.04912978000
537.633	92.021	MASON	Michigan	26105	485.3	2099.18835762000	1515.31795220000
619.310	116.489	WABASHA	Minnesota	27157	559.1	1786.58482330000	1516.68327067000
591.583	156.305	HAMPSHIRE	Massachusetts	25015	534.0	2828.12451549000	1516.72515856000
554.258	100.219	NIAGARA	New York	36063	500.3	2498.49967194000	1511.47150707000
432.338	87.837	CALUMET	Wisconsin	55015	390.3	1996.07548209000	1512.65263614000
651.034	101.952	WINNEBAGO	Wisconsin	55139	587.7	1974.08179718000	1510.25591482000
307.372	88.791	NICOLLET	Minnesota	27103	277.5	1683.84037874000	1515.96595654000
688.424	111.170	WAUSHARA	Wisconsin	55137	621.5	1942.85495332000	1511.19047400000
735.319	118.230	COLUMBIA	New York	36021	663.8	2778.58839700000	1498.31277701000
636.343	129.760	BRISTOL	Massachusetts	25005	574.4	2918.62754557000	1499.27422543000
762.420	125.053	ADAMS	Wisconsin	55001	688.3	1916.05575451000	1499.23136603000
883.003	148.375	JUNEAU	Wisconsin	55057	797.1	1898.29107170000	1494.71295902000
463.816	102.338	SENECA	New York	36099	418.7	2603.59688556000	1499.66069474000
739.336	133.029	ONTARIO	New York	36069	667.4	2578.00506265000	1500.59639642000
1061.271	136.847	SANILAC	Michigan	26151	958.0	2282.71276668000	1494.98599873000
6072.207	417.463	ROOP	Nevada	32028	5481.5	309.17305938700	1433.64278766000
692.695	162.484	HAMPDEN	Massachusetts	25013	625.3	2833.31553393000	1502.74564158000
984.139	133.557	CHENANGO	New York	36017	888.4	2671.60794063000	1492.92349528000
534.933	97.726	GENESEE	New York	36037	482.9	2529.14083247000	1502.28096264000
853.750	129.256	BLUE EARTH	Minnesota	27013	770.7	1690.49667274000	1496.43279058000
899.064	130.994	TUSCOLA	Michigan	26157	811.6	2251.20472222000	1494.01865951000
713.887	118.372	GREENE	New York	36039	644.4	2752.32243420000	1494.41536588000
639.791	100.987	ISABELLA	Michigan	26073	577.6	2174.96276495000	1497.41475642000
478.424	89.607	PROVIDENCE	Rhode Island	44007	431.9	2892.85197628000	1497.98329524000
1023.805	132.040	MONROE	Wisconsin	55081	924.2	1871.56782805000	1494.88410497000
551.315	94.352	CORTLAND	New York	36023	497.7	2646.32978445000	1495.00658325000
707.720	117.704	WINONA	Minnesota	27169	638.9	1810.45297758000	1496.01403461000
715.078	115.276	OLMSTED	Minnesota	27109	645.5	1777.93413243000	1496.06490313000
499.824	90.046	DODGE	Minnesota	27039	451.2	1753.80708485000	1496.46658030000
476.510	88.231	STEELE	Minnesota	27147	430.2	1734.51951728000	1496.13284865000
483.920	88.522	WASECA	Minnesota	27161	436.8	1715.55259954000	1495.82532237000
645.519	101.632	MECOSTA	Michigan	26107	582.7	2149.85741799000	1494.60773213000
3495.186	359.256	TRINITY	California	6105	3155.2	121.11832435000	1466.83198423000
1037.793	143.990	ROCK	Minnesota	27133	936.8	1577.21273461000	1481.83321022000
780.366	112.131	MURRAY	Minnesota	27101	704.5	1602.36568443000	1495.02439141000
806.395	114.353	COTTONWOOD	Minnesota	27033	728.0	1633.20579507000	1494.83451301000
1166.720	170.672	ERIE	New York	36029	1053.2	2504.18868347000	1480.32130479000
596.162	107.216	WINDHAM	Connecticut	9015	538.2	2872.27362384000	1489.56678443000
956.442	126.473	NEWAYGO	Michigan	26123	863.4	2125.48286555000	1485.65892284000
710.053	133.586	LIVINGSTON	New York	36051	641.0	2554.61452091000	1486.48370424000
19116.734	589.924	HUMBOLDT	Nevada	32013	17257.1	387.67731924700	1417.03351202000
1614.663	167.235	DELAWARE	New York	36025	1457.6	2709.70327369000	1478.79712519000
522.225	101.795	LA CROSSE	Wisconsin	55063	471.4	1845.47044610000	1491.22147807000
571.659	94.374	OCEANA	Michigan	26127	516.0	2101.31408414000	1489.43292126000
412.641	90.444	GREEN LAKE	Wisconsin	55047	372.5	1954.39742716000	1489.22684657000
509.684	96.211	MARQUETTE	Wisconsin	55077	460.1	1936.03559553000	1489.38551346000
462.930	110.669	TOLLAND	Connecticut	9013	417.9	2853.40895754000	1486.67834574000
828.958	131.931	FOND DU LAC	Wisconsin	55039	748.3	1983.30537165000	1487.85747044000
3620.077	285.158	BUFFALO	North Dakota	57003	3267.9	1460.27853051000	1481.42994847000
482.462	89.018	WATONWAN	Minnesota	27165	435.5	1662.03458222000	1491.82125133000
597.578	96.699	SHEBOYGAN	Wisconsin	55117	539.4	2012.48352925000	1487.52295649000
2512.307	200.368	HUMBOLDT	California	6023	2267.9	75.37103149140	1465.16374324000
843.164	157.168	HARTFORD	Connecticut	9003	761.1	2833.65331617000	1477.88261968000
374.428	86.545	YATES	New York	36123	338.0	2590.59505964000	1486.55145942000
898.131	133.321	SAGINAW	Michigan	26145	810.8	2219.14619594000	1480.23320690000
548.792	111.078	TOMPKINS	New York	36109	495.4	2627.09028034000	1480.82653363000
4275.326	313.222	SHASTA	California	6089	3859.4	179.80067648500	1458.11372398000
1344.207	147.053	MINNEHAHA	North Dakota	57019	1213.4	1549.65003339000	1475.28512811000
659.288	103.259	WYOMING	New York	36121	595.2	2531.37263708000	1480.59689371000
56.011	32.266	BRISTOL	Rhode Island	44001	50.6	2912.54236755000	1490.77028812000
