Id	AREA	PERIMETER	COUNTY	STATE	ID_1	CNTY_AREA	new_area
20	0.000	0.000	MONROE	Florida	12087	5269.6	45.01696501980
20	0.000	0.000	MONROE	Florida	12087	5269.6	58.56482046140
22	3418.625	294.584	CAMERON	Texas	48061	3086.1	775.32107378300
22	2054.548	217.460	HIDALGO	Texas	48215	1854.7	570.68162172000
22	2777.378	222.375	STARR	Texas	48427	2507.2	524.29409644100
10	2054.548	217.460	HIDALGO	Texas	48215	1854.7	385.15897810200
8	2054.548	217.460	HIDALGO	Texas	48215	1854.7	0.10034324913
21	2054.548	217.460	HIDALGO	Texas	48215	1854.7	0.10034324913
15	2054.548	217.460	HIDALGO	Texas	48215	1854.7	394.44979985200
8	2054.548	217.460	HIDALGO	Texas	48215	1854.7	19.11750630310
15	3418.625	294.584	CAMERON	Texas	48061	3086.1	500.01520901000
21	3418.625	294.584	CAMERON	Texas	48061	3086.1	1.42865764836
18	3418.625	294.584	CAMERON	Texas	48061	3086.1	1.42865764836
18	3418.625	294.584	CAMERON	Texas	48061	3086.1	652.70260338000
20	6006.043	384.899	DADE	Florida	12025	5421.8	755.56244920700
10	2777.378	222.375	STARR	Texas	48427	2507.2	807.85099391300
22	1463.516	162.177	ZAPATA	Texas	48505	1321.1	183.53746296900
8	2777.378	222.375	STARR	Texas	48427	2507.2	355.78748540700
21	3418.625	294.584	CAMERON	Texas	48061	3086.1	729.10692161500
21	2054.548	217.460	HIDALGO	Texas	48215	1854.7	527.36870060300
21	2777.378	222.375	STARR	Texas	48427	2507.2	881.02775040200
10	1463.516	162.177	ZAPATA	Texas	48505	1321.1	991.81062818400
8	1463.516	162.177	ZAPATA	Texas	48505	1321.1	256.66120663000
8	2777.378	222.375	STARR	Texas	48427	2507.2	16.78192653520
21	2645.957	253.945	NUECES	Texas	48355	2388.6	0.07604429830
15	2645.957	253.945	NUECES	Texas	48355	2388.6	0.07604429830
21	2645.957	253.945	NUECES	Texas	48355	2388.6	0.30831462959
21	2088.325	186.686	DUVAL	Texas	48131	1885.2	19.89687101040
21	2645.957	253.945	NUECES	Texas	48355	2388.6	2.64815121508
15	2645.957	253.945	NUECES	Texas	48355	2388.6	2.64815121508
21	2645.957	253.945	NUECES	Texas	48355	2388.6	74.87589896490
21	2645.957	253.945	NUECES	Texas	48355	2388.6	4.94219763970
15	2645.957	253.945	NUECES	Texas	48355	2388.6	4.94219763970
22	1707.215	213.162	WEBB	Texas	48479	1541.1	3.14655671680
17	0.000	0.000	MONROE	Florida	12087	5269.6	299.12590378400
20	0.000	0.000	MONROE	Florida	12087	5269.6	3483.69584028000
20	5392.678	389.054	MANATEE	Florida	12081	4868.1	1.45350051119
17	5392.678	389.054	MANATEE	Florida	12081	4868.1	1.45350051119
20	5392.678	389.054	MANATEE	Florida	12081	4868.1	13.76712498150
18	0.000	0.000	MONROE	Florida	12087	5269.6	1370.80907918000
8	2171.542	190.059	ENCINAL	Texas	48511	1960.3	10.45757939280
10	2171.542	190.059	ENCINAL	Texas	48511	1960.3	10.45757939280
20	6006.043	384.899	DADE	Florida	12025	5421.8	385.42752444200
8	2171.542	190.059	ENCINAL	Texas	48511	1960.3	556.52909470400
10	2171.542	190.059	ENCINAL	Texas	48511	1960.3	0.03563565186
15	2171.542	190.059	ENCINAL	Texas	48511	1960.3	0.03563565186
19	2171.542	190.059	ENCINAL	Texas	48511	1960.3	0.08978935901
10	2171.542	190.059	ENCINAL	Texas	48511	1960.3	0.08978935901
10	2171.542	190.059	ENCINAL	Texas	48511	1960.3	928.62990025200
10	1707.215	213.162	WEBB	Texas	48479	1541.1	245.58997163200
19	1707.215	213.162	WEBB	Texas	48479	1541.1	8.54237613465
10	1707.215	213.162	WEBB	Texas	48479	1541.1	8.54237613465
18	5392.678	389.054	MANATEE	Florida	12081	4868.1	223.42255153200
18	6006.043	384.899	DADE	Florida	12025	5421.8	1828.25248247000
15	2645.957	253.945	NUECES	Texas	48355	2388.6	2301.82054773000
15	2088.325	186.686	DUVAL	Texas	48131	1885.2	460.10929253300
8	2088.325	186.686	DUVAL	Texas	48131	1885.2	1.40906814148
15	2088.325	186.686	DUVAL	Texas	48131	1885.2	1.40906814148
18	6006.043	384.899	DADE	Florida	12025	5421.8	3.64118018158
17	6006.043	384.899	DADE	Florida	12025	5421.8	3.64118018158
8	2088.325	186.686	DUVAL	Texas	48131	1885.2	1326.72326738000
15	2088.325	186.686	DUVAL	Texas	48131	1885.2	193.36742222600
19	2171.542	190.059	ENCINAL	Texas	48511	1960.3	2.01521174586
15	2171.542	190.059	ENCINAL	Texas	48511	1960.3	2.01521174586
15	2171.542	190.059	ENCINAL	Texas	48511	1960.3	450.49447855000
19	2171.542	190.059	ENCINAL	Texas	48511	1960.3	184.76548188400
19	1644.637	162.701	LA SALLE	Texas	48283	1484.7	8.82973565386
8	1220.763	153.816	LIVE OAK	Texas	48297	1102.0	8.75050185546
8	1220.763	153.816	LIVE OAK	Texas	48297	1102.0	6.55045186887
15	1220.763	153.816	LIVE OAK	Texas	48297	1102.0	6.55045186887
15	750.630	116.772	SAN PATRICIO	Texas	48409	677.6	602.15058422800
8	1283.647	145.188	MCMULLEN	Texas	48311	1158.8	64.57787780390
8	1283.647	145.188	MCMULLEN	Texas	48311	1158.8	4.16141444939
15	1283.647	145.188	MCMULLEN	Texas	48311	1158.8	4.16141444939
17	6006.043	384.899	DADE	Florida	12025	5421.8	890.41159394800
15	1707.215	213.162	WEBB	Texas	48479	1541.1	17.93549991420
8	1707.215	213.162	WEBB	Texas	48479	1541.1	76.16389731700
15	1450.423	154.822	DIMMIT	Texas	48127	1309.3	1.09100441813
10	1707.215	213.162	WEBB	Texas	48479	1541.1	185.90743457800
19	1707.215	213.162	WEBB	Texas	48479	1541.1	1048.85714786000
19	1450.423	154.822	DIMMIT	Texas	48127	1309.3	25.55012696180
18	3906.914	290.783	BREVARD/ST LUCIE	Florida	12009	3526.9	0.00430349085
17	3906.914	290.783	BREVARD/ST LUCIE	Florida	12009	3526.9	0.00430349085
15	957.024	151.529	REFUGIO	Texas	48391	863.9	318.24415728700
17	5392.678	389.054	MANATEE	Florida	12081	4868.1	3710.51881531000
17	5392.678	389.054	MANATEE	Florida	12081	4868.1	1.40969990844
3	5392.678	389.054	MANATEE	Florida	12081	4868.1	1.40969990844
3	5392.678	389.054	MANATEE	Florida	12081	4868.1	390.10396196500
17	957.024	151.529	REFUGIO	Texas	48391	863.9	415.95321119700
17	5392.678	389.054	MANATEE	Florida	12081	4868.1	402.19014934700
17	1474.435	257.674	HILLSBOROUGH	Florida	12057	1331.0	20.27334806120
17	1474.435	257.674	HILLSBOROUGH	Florida	12057	1331.0	1.35067554753
17	397.007	97.686	CALHOUN	Texas	48057	358.4	242.79429362000
17	1474.435	257.674	HILLSBOROUGH	Florida	12057	1331.0	2.46048014941
15	1283.647	145.188	MCMULLEN	Texas	48311	1158.8	1196.22217448000
18	3906.914	290.783	BREVARD/ST LUCIE	Florida	12009	3526.9	7.04979889079
17	3906.914	290.783	BREVARD/ST LUCIE	Florida	12009	3526.9	7.04979889079
15	1644.637	162.701	LA SALLE	Texas	48283	1484.7	1031.26474225000
8	1644.637	162.701	LA SALLE	Texas	48283	1484.7	11.85550241220
15	1644.637	162.701	LA SALLE	Texas	48283	1484.7	11.85550241220
17	2047.136	199.362	POLK	Florida	12105	1848.0	89.17826629760
8	1197.288	138.929	FRIO	Texas	48163	1080.8	0.15934137035
15	1197.288	138.929	FRIO	Texas	48163	1080.8	0.15934137035
8	1644.637	162.701	LA SALLE	Texas	48283	1484.7	558.71967126400
15	994.234	128.671	BEE	Texas	48025	897.5	994.23381804300
8	1450.423	154.822	DIMMIT	Texas	48127	1309.3	331.73912507600
17	2047.136	199.362	POLK	Florida	12105	1848.0	7.68528592896
3	2047.136	199.362	POLK	Florida	12105	1848.0	7.68528592896
10	1450.423	154.822	DIMMIT	Texas	48127	1309.3	1043.64129329000
15	1220.763	153.816	LIVE OAK	Texas	48297	1102.0	1205.46200930000
15	1197.288	138.929	FRIO	Texas	48163	1080.8	90.28813779760
8	1197.288	138.929	FRIO	Texas	48163	1080.8	0.41908535023
15	1197.288	138.929	FRIO	Texas	48163	1080.8	0.41908535023
10	1343.428	176.892	MAVERICK	Texas	48323	1212.7	0.00662581276
19	1343.428	176.892	MAVERICK	Texas	48323	1212.7	0.00662581276
17	841.875	113.906	GOLIAD	Texas	48175	760.0	186.73306000800
15	841.875	113.906	GOLIAD	Texas	48175	760.0	653.57893855100
17	1474.435	257.674	HILLSBOROUGH	Florida	12057	1331.0	1017.80109531000
17	1474.435	257.674	HILLSBOROUGH	Florida	12057	1331.0	18.92501252440
3	1474.435	257.674	HILLSBOROUGH	Florida	12057	1331.0	18.92501252440
18	3906.914	290.783	BREVARD/ST LUCIE	Florida	12009	3526.9	381.14008732600
17	3906.914	290.783	BREVARD/ST LUCIE	Florida	12009	3526.9	2607.20770786000
3	1474.435	257.674	HILLSBOROUGH	Florida	12057	1331.0	270.01290365900
17	1977.537	215.648	HERNANDO/BENTON	Florida	12053	1785.2	1.86074996049
3	1977.537	215.648	HERNANDO/BENTON	Florida	12053	1785.2	1.86074996049
8	1477.109	155.147	ATASCOSA	Texas	48013	1333.4	7.09393529948
15	1477.109	155.147	ATASCOSA	Texas	48013	1333.4	7.09393529948
17	1002.105	134.845	DE WITT	Texas	48123	904.6	0.00384883523
15	1002.105	134.845	DE WITT	Texas	48123	904.6	0.00384883523
3	2047.136	199.362	POLK	Florida	12105	1848.0	879.99069680100
17	880.021	130.045	VICTORIA	Texas	48469	794.4	843.80880603500
15	1477.109	155.147	ATASCOSA	Texas	48013	1333.4	881.21611591200
17	1301.936	251.846	MATAGORDA	Texas	48321	1175.3	524.15767986900
22	1301.936	251.846	MATAGORDA	Texas	48321	1175.3	2.05775277885
17	1301.936	251.846	MATAGORDA	Texas	48321	1175.3	2.05775277885
8	1197.288	138.929	FRIO	Texas	48163	1080.8	1103.06188040000
17	2047.136	199.362	POLK	Florida	12105	1848.0	946.37061560700
8	1440.782	154.277	ZAVALA	Texas	48507	1300.6	359.52047876100
22	1297.842	146.436	WHARTON	Texas	48481	1171.6	0.54393373069
17	1297.842	146.436	WHARTON	Texas	48481	1171.6	0.54393373069
10	1440.782	154.277	ZAVALA	Texas	48507	1300.6	1065.25660868000
17	1977.537	215.648	HERNANDO/BENTON	Florida	12053	1785.2	202.64157255500
10	1343.428	176.892	MAVERICK	Texas	48323	1212.7	888.44839417300
19	1343.428	176.892	MAVERICK	Texas	48323	1212.7	419.26762397800
17	1996.501	315.282	VOLUSIA	Florida	12127	1802.3	82.90735879180
22	1301.936	251.846	MATAGORDA	Texas	48321	1175.3	370.48843123700
15	840.020	126.013	KARNES	Texas	48255	758.3	840.01999691200
17	1002.105	134.845	DE WITT	Texas	48123	904.6	345.63545474200
17	1001.069	144.168	JACKSON	Texas	48239	903.7	955.77441751400
15	1002.105	134.845	DE WITT	Texas	48123	904.6	371.32155069400
17	1977.537	215.648	HERNANDO/BENTON	Florida	12053	1785.2	56.06077457540
19	2068.576	199.721	KINNEY	Texas	48271	1867.4	28.84508813870
