FID_us1890	AREA	PERIMETER	COUNTY	STATE	ID	CNTY_AREA	FID_us1870	AREA_1	PERIMETE_1	COUNTY_1	STATE_1	ID_1	CNTY_ARE_1	new_area
0	2318.995	255.971	WHATCOM	Washington	53073	2093.4	0	4119.638	334.044	WHATCOM	Washington	53073	3718.9	2318.995
1	1866.921	224.959	CLALLAM	Washington	53009	1685.3	1	1828.394	222.468	CLALLAM	Washington	53009	1650.5	1827.459
1	1866.921	224.959	CLALLAM	Washington	53009	1685.3	5	2076.115	304.893	JEFFERSON	Washington	53031	1874.2	39.463
2	202.598	93.502	SAN JUAN	Washington	53055	182.9	2	203.316	93.389	SAN JUAN	Washington	53055	179.0	202.384
3	8536.977	490.851	OKANOGAN	Washington	53047	7706.5	0	4119.638	334.044	WHATCOM	Washington	53073	3718.9	0.000
3	8536.977	490.851	OKANOGAN	Washington	53047	7706.5	3	31067.588	839.401	STEVENS	Washington	53065	28045.4	8536.746
3	8536.977	490.851	OKANOGAN	Washington	53047	7706.5	6	2341.395	226.402	SNOHOMISH	Washington	53061	2113.6	0.216
3	8536.977	490.851	OKANOGAN	Washington	53047	7706.5	14	8092.024	479.757	YAKIMA	Washington	53077	7304.9	0.014
4	1795.435	241.118	SKAGIT	Washington	53057	1620.8	0	4119.638	334.044	WHATCOM	Washington	53073	3718.9	1795.435
5	188.267	114.595	ISLAND	Washington	53029	170.0	4	188.267	114.595	ISLAND	Washington	53029	212.0	188.267
6	6869.854	369.357	STEVENS	Washington	53065	6201.6	3	31067.588	839.401	STEVENS	Washington	53065	28045.4	6869.854
7	2022.405	307.543	JEFFERSON	Washington	53031	1825.7	1	1828.394	222.468	CLALLAM	Washington	53009	1650.5	0.935
7	2022.405	307.543	JEFFERSON	Washington	53031	1825.7	5	2076.115	304.893	JEFFERSON	Washington	53031	1874.2	2021.470
7	2022.405	307.543	JEFFERSON	Washington	53031	1825.7	11	993.570	200.424	MASON	Washington	53045	896.9	0.001
8	2336.777	225.965	SNOHOMISH	Washington	53061	2109.5	0	4119.638	334.044	WHATCOM	Washington	53073	3718.9	5.208
8	2336.777	225.965	SNOHOMISH	Washington	53061	2109.5	6	2341.395	226.402	SNOHOMISH	Washington	53061	2113.6	2331.569
9	5889.330	383.759	KOOTENAI	Idaho	16055	5316.4	7	14689.742	831.182	NEZ PERCES	Idaho	16069	13260.8	5889.329
9	5889.330	383.759	KOOTENAI	Idaho	16055	5316.4	21	5508.934	388.906	SHOSHONE	Idaho	16079	4973.0	0.001
10	399.121	147.656	KITSAP	Washington	53035	360.3	8	399.121	147.656	KITSAP	Washington	53035	360.3	399.121
11	2065.701	254.061	GRAYS HARBOR/CHE	Washington	53027	1864.8	5	2076.115	304.893	JEFFERSON	Washington	53031	1874.2	11.850
11	2065.701	254.061	GRAYS HARBOR/CHE	Washington	53027	1864.8	9	2066.593	253.281	CHEHALIS	Washington	53081	1865.6	2042.554
11	2065.701	254.061	GRAYS HARBOR/CHE	Washington	53027	1864.8	11	993.570	200.424	MASON	Washington	53045	896.9	0.178
11	2065.701	254.061	GRAYS HARBOR/CHE	Washington	53027	1864.8	18	1113.426	211.434	PACIFIC	Washington	53049	1005.1	8.554
11	2065.701	254.061	GRAYS HARBOR/CHE	Washington	53027	1864.8	20	2407.470	259.849	LEWIS	Washington	53041	2173.3	2.565
12	20947.367	771.012	MISSOULA	Montana	30063	18909.7	7	14689.742	831.182	NEZ PERCES	Idaho	16069	13260.8	0.000
12	20947.367	771.012	MISSOULA	Montana	30063	18909.7	10	20794.699	763.654	MISSOULA	Montana	30063	18771.8	20787.634
12	20947.367	771.012	MISSOULA	Montana	30063	18909.7	13	13379.131	810.640	DEER LODGE	Montana	30023	12077.6	8.236
12	20947.367	771.012	MISSOULA	Montana	30063	18909.7	64	9543.126	424.239	IDAHO	Idaho	16049	8614.8	0.000
12	20947.367	771.012	MISSOULA	Montana	30063	18909.7	69	5540.552	362.030	BEAVER HEAD	Montana	30001	5001.6	151.070
12	20947.367	771.012	MISSOULA	Montana	30063	18909.7	80	4747.000	328.588	LEMHI	Idaho	16059	4285.2	0.428
13	1011.035	202.591	MASON	Washington	53045	912.7	5	2076.115	304.893	JEFFERSON	Washington	53031	1874.2	3.333
13	1011.035	202.591	MASON	Washington	53045	912.7	9	2066.593	253.281	CHEHALIS	Washington	53081	1865.6	11.180
13	1011.035	202.591	MASON	Washington	53045	912.7	11	993.570	200.424	MASON	Washington	53045	896.9	992.493
13	1011.035	202.591	MASON	Washington	53045	912.7	17	690.232	155.094	THURSTON	Washington	53067	623.1	4.029
14	2319.849	234.470	KING	Washington	53033	2094.2	3	31067.588	839.401	STEVENS	Washington	53065	28045.4	0.002
14	2319.849	234.470	KING	Washington	53033	2094.2	6	2341.395	226.402	SNOHOMISH	Washington	53061	2113.6	9.593
14	2319.849	234.470	KING	Washington	53033	2094.2	12	2310.204	234.129	KING	Washington	53033	2085.5	2310.204
14	2319.849	234.470	KING	Washington	53033	2094.2	14	8092.024	479.757	YAKIMA	Washington	53077	7304.9	0.050
15	5146.756	349.294	DOUGLAS	Washington	53017	4646.1	3	31067.588	839.401	STEVENS	Washington	53065	28045.4	5146.755
15	5146.756	349.294	DOUGLAS	Washington	53017	4646.1	14	8092.024	479.757	YAKIMA	Washington	53077	7304.9	0.001
16	27528.814	803.608	CHOUTEAU	Montana	30015	24850.9	13	13379.131	810.640	DEER LODGE	Montana	30023	12077.6	5595.566
16	27528.814	803.608	CHOUTEAU	Montana	30015	24850.9	16	16341.592	513.072	CHOTEAU	Montana	30015	14751.9	15428.120
16	27528.814	803.608	CHOUTEAU	Montana	30015	24850.9	19	43443.277	1090.762	BIG HORN	Montana	30003	39217.2	6480.880
16	27528.814	803.608	CHOUTEAU	Montana	30015	24850.9	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	2.914
16	27528.814	803.608	CHOUTEAU	Montana	30015	24850.9	31	3006.467	403.945	LEWIS AND CLARKE	Montana	30049	2714.0	2.638
16	27528.814	803.608	CHOUTEAU	Montana	30015	24850.9	43	11390.034	465.334	MEAGHER	Montana	30059	10282.0	18.457
17	3294.734	279.916	KITTITAS	Washington	53037	2974.2	3	31067.588	839.401	STEVENS	Washington	53065	28045.4	0.456
17	3294.734	279.916	KITTITAS	Washington	53037	2974.2	6	2341.395	226.402	SNOHOMISH	Washington	53061	2113.6	0.017
17	3294.734	279.916	KITTITAS	Washington	53037	2974.2	14	8092.024	479.757	YAKIMA	Washington	53077	7304.9	3294.262
18	7766.643	465.764	AROOSTOOK	Maine	23003	7011.1	15	7766.643	465.764	AROOSTOOK	Maine	23003	7011.1	7766.643
19	2599.111	229.699	LINCOLN	Washington	53043	2346.3	3	31067.588	839.401	STEVENS	Washington	53065	28045.4	2599.111
20	790.834	171.683	THURSTON	Washington	53067	713.9	9	2066.593	253.281	CHEHALIS	Washington	53081	1865.6	12.860
20	790.834	171.683	THURSTON	Washington	53067	713.9	11	993.570	200.424	MASON	Washington	53045	896.9	0.898
20	790.834	171.683	THURSTON	Washington	53067	713.9	17	690.232	155.094	THURSTON	Washington	53067	623.1	686.066
20	790.834	171.683	THURSTON	Washington	53067	713.9	20	2407.470	259.849	LEWIS	Washington	53041	2173.3	89.843
20	790.834	171.683	THURSTON	Washington	53067	713.9	2319	0.000	0.000	PIERCE	Washington	53053	1689.9	1.169
21	2020.224	202.139	SPOKANE	Washington	53063	1823.7	3	31067.588	839.401	STEVENS	Washington	53065	28045.4	2020.225
22	951.039	203.490	PACIFIC	Washington	53049	858.5	18	1113.426	211.434	PACIFIC	Washington	53049	1005.1	951.038
23	7002.010	537.185	DEER LODGE	Montana	30023	6320.9	10	20794.699	763.654	MISSOULA	Montana	30063	18771.8	6.853
23	7002.010	537.185	DEER LODGE	Montana	30023	6320.9	13	13379.131	810.640	DEER LODGE	Montana	30023	12077.6	6919.013
23	7002.010	537.185	DEER LODGE	Montana	30023	6320.9	31	3006.467	403.945	LEWIS AND CLARKE	Montana	30049	2714.0	44.940
23	7002.010	537.185	DEER LODGE	Montana	30023	6320.9	69	5540.552	362.030	BEAVER HEAD	Montana	30001	5001.6	31.204
24	2678.437	263.561	LEWIS	Washington	53041	2417.9	14	8092.024	479.757	YAKIMA	Washington	53077	7304.9	36.509
24	2678.437	263.561	LEWIS	Washington	53041	2417.9	18	1113.426	211.434	PACIFIC	Washington	53049	1005.1	13.480
24	2678.437	263.561	LEWIS	Washington	53041	2417.9	20	2407.470	259.849	LEWIS	Washington	53041	2173.3	2313.422
24	2678.437	263.561	LEWIS	Washington	53041	2417.9	24	201.340	78.343	WAHKIAKUM	Washington	53069	181.8	73.120
24	2678.437	263.561	LEWIS	Washington	53041	2417.9	26	425.635	99.201	COWLITZ	Washington	53015	384.2	0.011
24	2678.437	263.561	LEWIS	Washington	53041	2417.9	28	1513.351	167.716	CLARKE	Washington	53011	1366.1	0.213
24	2678.437	263.561	LEWIS	Washington	53041	2417.9	29	2285.150	201.056	SKAMANIA	Washington	53059	2062.9	237.420
24	2678.437	263.561	LEWIS	Washington	53041	2417.9	2319	0.000	0.000	PIERCE	Washington	53053	1689.9	4.261
25	5508.934	388.906	SHOSHONE	Idaho	16079	4973.0	21	5508.934	388.906	SHOSHONE	Idaho	16079	4973.0	5508.934
26	29263.848	695.130	DAWSON	Montana	30021	26417.1	19	43443.277	1090.762	BIG HORN	Montana	30003	39217.2	10.543
26	29263.848	695.130	DAWSON	Montana	30021	26417.1	22	166398.000	2168.897	UNORGANIZED DK	North Dakota	57999	150211.2	29253.304
27	6219.056	406.253	YAKIMA	Washington	53077	5614.1	14	8092.024	479.757	YAKIMA	Washington	53077	7304.9	4756.639
27	6219.056	406.253	YAKIMA	Washington	53077	5614.1	29	2285.150	201.056	SKAMANIA	Washington	53059	2062.9	1.314
27	6219.056	406.253	YAKIMA	Washington	53077	5614.1	39	3947.414	330.695	KLIKITAT	Washington	53039	3563.4	1461.103
27	6219.056	406.253	YAKIMA	Washington	53077	5614.1	2319	0.000	0.000	PIERCE	Washington	53053	1689.9	0.000
28	7192.013	425.927	BELTRAMI	Minnesota	27007	6492.4	23	7962.710	424.461	KITTSON/PEMBINA	Minnesota	27069	7188.1	3419.567
28	7192.013	425.927	BELTRAMI	Minnesota	27007	6492.4	35	6926.054	516.453	ITASCA	Minnesota	27061	6252.3	256.124
28	7192.013	425.927	BELTRAMI	Minnesota	27007	6492.4	47	4977.805	292.149	POLK	Minnesota	27119	4493.6	0.085
28	7192.013	425.927	BELTRAMI	Minnesota	27007	6492.4	48	3275.441	268.973	BELTRAMI	Minnesota	27007	2956.8	3275.297
